tweet_id,favorite_count,retweet_count
838201503651401729,0,9452
838150277551247360,1597,313
838085839343206401,134,1
838083903487373313,16881,2921
837820167694528512,32592,7362
837482249356513284,3699,419
837471256429613056,12279,2123
837110210464448512,15416,2233
836989968035819520,12243,2172
836753516572119041,18556,4369
836677758902222849,12106,2087
836648853927522308,0,521
836397794269200385,0,25879
836380477523124226,14197,2821
836260088725786625,20434,4095
836001077879255040,18316,4018
835685285446955009,0,7668
835574547218894849,17070,3396
835536468978302976,0,1588
835309094223372289,0,19744
835297930240217089,15826,2828
835264098648616962,7409,1588
835246439529840640,2023,67
835172783151792128,25132,5421
835152434251116546,21453,2834
834931633769889797,10351,1523
834786237630337024,20642,5226
834574053763584002,13096,2374
834477809192075265,0,10060
834458053273591808,9239,1584
834209720923721728,19721,4471
834167344700198914,15200,3470
834089966724603904,9644,2019
834086379323871233,12533,2085
833863086058651648,12920,2268
833826103416520705,17449,3569
833732339549220864,0,209
833722901757046785,20099,3074
833479644947025920,14322,1931
833124694597443584,19441,4587
832998151111966721,12735,2075
832769181346996225,0,38
832757312314028032,16222,3422
832682457690300417,11418,2751
832645525019123713,2813,502
832636094638288896,15275,2634
832397543355072512,11510,2095
832369877331693569,16513,3021
832273440279240704,10913,2216
832215909146226688,0,5892
832215726631055365,0,8825
832088576586297345,60,2
832040443403784192,0,9090
832032802820481025,17166,4419
831939777352105988,23053,5816
831926988323639298,324,34
831911600680497154,26474,6153
831670449226514432,10028,1726
831650051525054464,6857,1832
831552930092285952,8647,2215
831322785565769729,8962,1483
831315979191906304,6303,1060
831309418084069378,11358,2335
831262627380748289,11444,1952
830956169170665475,7685,1416
830583320585068544,64069,15853
830173239259324417,0,5384
830097400375152640,9375,2779
829878982036299777,0,4747
829861396166877184,11801,1836
829501995190984704,30577,10060
829449946868879360,10103,1913
829141528400556032,23451,6966
829011960981237760,51435,15565
828801551087042563,0,3252
828770345708580865,24653,5562
828708714936930305,35126,10640
828650029636317184,9175,1278
828409743546925057,6137,1106
828408677031882754,7416,1225
828381636999917570,12148,2122
828376505180889089,7133,1018
828372645993398273,12153,2783
828361771580813312,2104,169
828046555563323392,11320,2731
828011680017821696,10002,2049
827933404142436356,19320,4975
827653905312006145,14951,2875
827600520311402496,7225,887
827324948884643840,15290,2879
827199976799354881,10226,2116
826958653328592898,20829,4747
826848821049180160,34862,9631
826615380357632002,0,3783
826598799820865537,4956,235
826598365270007810,9661,2230
826476773533745153,17739,4001
826240494070030336,12810,2478
826204788643753985,4712,875
826115272272650244,15089,2956
825876512159186944,10122,1777
825829644528148480,12315,2395
825535076884762624,55176,16788
825147591692263424,17671,4304
825120256414846976,0,1190
825026590719483904,6041,1190
824796380199809024,0,5251
824775126675836928,14403,3345
824663926340194305,10152,1686
824325613288833024,11430,10144
824297048279236611,14542,3672
824025158776213504,4682,573
823939628516474880,10286,2601
823719002937630720,0,10651
823699002998870016,13522,2402
823581115634085888,12568,2503
823333489516937216,679,22
823322678127919110,15182,3826
823269594223824897,0,9448
822975315408461824,16768,3294
822872901745569793,126906,41114
822859134160621569,12784,2173
822647212903690241,0,6111
822610361945911296,14301,2806
822489057087389700,17514,6111
822462944365645825,26909,13560
822244816520155136,33812,9448
822163064745328640,0,4522
821886076407029760,10923,2202
821813639212650496,0,3204
821765923262631936,8114,1596
821522889702862852,7762,1667
821421320206483457,0,5307
821407182352777218,11336,4114
821153421864615936,239,9
821149554670182400,8306,1870
821107785811234820,9283,2036
821044531881721856,12251,2180
820837357901512704,0,6417
820749716845686786,30550,9452
820690176645140481,11829,3082
820494788566847489,0,540
820446719150292993,0,2455
820314633777061888,3241,540
820078625395449857,19129,5982
820013781606658049,0,1122
819952236453363712,5146,1122
819924195358416896,12528,4667
819711362133872643,12930,2970
819588359383371776,9355,1916
819347104292290561,6993,1153
819238181065359361,2184,391
819227688460238848,22280,6417
819015337530290176,0,35484
819015331746349057,0,18245
819006400881917954,43943,18245
819004803107983360,84479,35484
818646164899774465,0,20005
818627210458333184,21697,7246
818614493328580609,9526,2420
818588835076603904,0,5839
818536468981415936,10494,2338
818307523543449600,0,7695
818259473185828864,10647,2148
818145370475810820,11886,2438
817908911860748288,4699,760
817827839487737858,49777,25879
817777686764523521,10456,2577
817536400337801217,11397,2814
817502432452313088,0,3237
817423860136083457,32646,14011
817415592588222464,5417,915
817181837579653120,0,8094
817171292965273600,8494,1936
817120970343411712,11805,2489
817056546584727552,8332,1575
816829038950027264,0,4508
816816676327063552,9697,1945
816697700272001025,9472,2104
816450570814898180,29375,7695
816336735214911488,8349,1856
816091915477250048,8669,2046
816062466425819140,0,974
816014286006976512,0,5026
815990720817401858,4791,974
815966073409433600,21675,8094
815745968457060357,0,3970
815736392542261248,9553,2175
815639385530101762,7978,1585
815390420867969024,10026,3663
814986499976527872,7418,1220
814638523311648768,10948,2588
814578408554463233,0,5611
814530161257443328,8370,1779
814153002265309185,27899,8317
813944609378369540,0,3049
813910438903693312,9033,1785
813812741911748608,35359,13408
813800681631023104,8074,1694
813217897535406080,18064,7014
813202720496779264,8978,1751
813187593374461952,19282,4175
813172488309972993,9007,1851
813157409116065792,7536,2110
813142292504645637,8260,2301
813130366689148928,4367,429
813127251579564032,11470,2992
813112105746448384,10010,2631
813096984823349248,10254,3481
813081950185472002,9627,2668
813066809284972545,7708,1881
813051746834595840,20375,7054
812781120811126785,7317,1827
812709060537683968,6450,1387
812503143955202048,5896,1179
812466873996607488,7752,1842
812372279581671427,13257,3522
811985624773361665,7069,1349
811744202451197953,7338,1531
811647686436880384,5455,709
811627233043480576,12368,2945
811386762094317568,20326,6139
810984652412424192,5166,1370
810896069567610880,8754,1688
810657578271330305,10651,2530
810284430598270976,34159,10798
810254108431155201,14295,3252
809920764300447744,15128,3783
809808892968534016,0,4705
809448704142938112,6761,1412
809220051211603969,19341,5384
809084759137812480,12859,3404
808838249661788160,9867,2933
808733504066486276,7683,2085
808501579447930884,11013,2505
808344865868283904,41178,20005
808134635716833280,0,5674
808106460588765185,8577,2125
808001312164028416,12172,3402
807621403335917568,14191,3480
807106840509214720,114497,53178
807059379405148160,0,7068
807010152071229440,12770,3728
806629075125202948,72352,33279
806620845233815552,0,5308
806576416489959424,4764,1884
806542213899489280,9949,2278
806242860592926720,0,11177
806219024703037440,6294,1158
805958939288408065,0,5158
805932879469572096,8102,1855
805826884734976000,6395,1759
805823200554876929,0,7715
805520635690676224,5602,1600
805487436403003392,8571,2441
805207613751304193,7643,1668
804738756058218496,13314,3691
804475857670639616,5976,1948
804413760345620481,0,3103
804026241225523202,43156,15497
803773340896923648,9777,2640
803692223237865472,0,7157
803638050916102144,10656,4005
803380650405482500,7559,1812
803321560782307329,0,5108
803276597545603072,9769,2364
802952499103731712,8796,1925
802624713319034886,0,2803
802600418706604034,6923,1409
802572683846291456,8730,2429
802323869084381190,15759,5642
802265048156610565,6767,1335
802239329049477120,8860,2527
802185808107208704,0,263
801958328846974976,7546,1652
801854953262350336,1756,228
801538201127157760,8013,2003
801285448605831168,5888,792
801167903437357056,23752,5674
801127390143516673,0,3822
801115127852503040,7849,2024
800859414831898624,665,95
800855607700029440,0,1549
800751577355128832,10324,2704
800513324630806528,12813,2895
800459316964663297,9258,2105
800443802682937345,0,4155
800388270626521089,10863,2696
800188575492947969,0,3803
800141422401830912,14855,2455
800018252395122689,27529,12653
799774291445383169,0,4492
799757965289017345,8153,2072
799422933579902976,7857,1851
799308762079035393,0,5235
799297110730567681,9612,2640
799063482566066176,7855,2398
798933969379225600,12725,4302
798925684722855936,7325,1393
798705661114773508,0,6409
798701998996647937,0,7471
798697898615730177,0,6278
798694562394996736,0,4775
798686750113755136,0,2245
798682547630837760,0,4572
798673117451325440,0,5372
798665375516884993,0,3778
798644042770751489,0,1787
798628517273620480,0,1902
798585098161549313,0,5455
798576900688019456,0,5631
798340744599797760,0,3228
798209839306514432,10161,2473
797971864723324932,11250,2993
797545162159308800,14174,4717
797236660651966464,19393,6336
797165961484890113,221,26
796904159865868288,0,8613
796865951799083009,7485,1878
796759840936919040,11484,2929
796563435802726400,0,6957
796484825502875648,7353,1693
796387464403357696,10712,4012
796177847564038144,0,13740
796149749086875649,31296,13740
796125600683540480,4849,1737
796116448414461957,8854,2320
796080075804475393,8226,2226
796031486298386433,10522,3600
795464331001561088,48022,22640
795400264262053889,9750,2761
795076730285391872,15749,5251
794983741416415232,0,3242
794926597468000259,9947,2220
794355576146903043,0,9919
794332329137291264,9360,2591
794205286408003585,8997,3204
793962221541933056,16328,4705
793845145112371200,8985,1794
793614319594401792,0,3019
793601777308463104,7770,1559
793500921481273345,10386,2293
793286476301799424,23903,8825
793271401113350145,8471,2315
793256262322548741,19421,8044
793241302385262592,10219,3175
793226087023144960,9532,2788
793210959003287553,8681,2689
793195938047070209,14808,5419
793180763617361921,6731,1927
793165685325201412,9125,2696
793150605191548928,5988,1640
793135492858580992,6237,2422
793120401413079041,12306,3776
792913359805018113,13921,3822
792883833364439040,10990,4115
792773781206999040,7169,1627
792394556390137856,13039,4139
792050063153438720,6953,1714
791821351946420224,0,20350
791784077045166082,0,9187
791780927877898241,0,3678
791774931465953280,43740,21346
791672322847637504,11435,3019
791406955684368384,12787,3970
791312159183634433,8520,2438
791026214425268224,0,3928
790987426131050500,9543,2057
790946055508652032,16244,4508
790723298204217344,0,2221
790698755171364864,8001,1857
790581949425475584,20061,6853
790337589677002753,7619,1825
790277117346975746,12214,3049
790227638568808452,0,3420
789986466051088384,9009,2221
789960241177853952,0,3950
789903600034189313,10041,3984
789628658055020548,7279,1696
789599242079838210,6548,1854
789530877013393408,11406,3242
789314372632018944,8391,2197
789280767834746880,0,4727
789268448748703744,8865,2524
789137962068021249,9448,2679
788908386943430656,26678,12023
788765914992902144,26557,9919
788552643979468800,0,6867
788412144018661376,15102,5075
788178268662984705,7054,2022
788150585577050112,5949,1232
788070120937619456,0,3304
788039637453406209,5948,1268
787810552592695296,8363,2929
787717603741622272,9954,2668
787397959788929025,10590,2747
787322443945877504,7577,1671
787111942498508800,0,6480
786963064373534720,25892,7668
786729988674449408,0,2337
786709082849828864,17758,5892
786664955043049472,10265,2437
786595970293370880,9214,3017
786363235746385920,10542,3328
786286427768250368,7722,2722
786233965241827333,14773,4522
786051337297522688,1388,152
786036967502913536,0,6698
785927819176054784,11071,3077
785872687017132033,6509,1728
785639753186217984,7649,2153
785533386513321988,8808,1898
785515384317313025,5955,1201
785264754247995392,7045,1564
785170936622350336,11641,4635
784826020293709826,9790,3103
784517518371221505,8695,2423
784431430411685888,5564,1226
784183165795655680,19426,7715
784057939640352768,28814,10651
783839966405230592,29018,10355
783821107061198850,7144,1882
783695101801398276,10144,3079
783466772167098368,8185,2145
783391753726550016,16372,5234
783347506784731136,0,5310
783334639985389568,28186,11177
783085703974514689,7902,2092
782969140009107456,23405,7068
782747134529531904,7239,1356
782722598790725632,16695,5158
782598640137187329,7561,1805
782305867769217024,16096,5307
782021823840026624,0,5936
781955203444699136,10806,3212
781661882474196992,10122,2595
781655249211752448,3872,1087
781524693396357120,20086,5308
781308096455073793,6909,2449
781251288990355457,8128,1985
781163403222056960,9501,2636
780931614150983680,20956,6957
780858289093574656,6959,1922
780800785462489090,5307,1239
780601303617732608,11708,3204
780543529827336192,6099,1672
780496263422808064,0,3520
780476555013349377,0,108
780459368902959104,5120,1026
780192070812196864,8425,2149
780092040432480260,0,2204
780074436359819264,11705,4719
779834332596887552,18206,6698
779377524342161408,8463,2973
779124354206535695,0,17470
779056095788752897,14263,4335
778990705243029504,19241,6847
778774459159379968,0,9425
778764940568104960,835,347
778748913645780993,6634,1247
778650543019483137,5560,1426
778624900596654080,4453,968
778408200802557953,13156,4121
778396591732486144,0,11651
778383385161035776,5638,1047
778286810187399168,10003,3158
778039087836069888,8184,2528
778027034220126208,6347,1532
777953400541634568,0,3359
777885040357281792,6137,1558
777684233540206592,10845,2803
777641927919427584,0,4035
777621514455814149,8433,2398
777189768882946048,13697,4111
776819012571455488,0,13028
776813020089548800,4711,1144
776477788987613185,8476,2640
776249906839351296,0,8705
776218204058357768,28764,15118
776201521193218049,9225,2404
776113305656188928,11381,4155
776088319444877312,1764,145
775898661951791106,0,15983
775842724423557120,11306,2535
775733305207554048,13400,3822
775729183532220416,12540,4398
775364825476165632,7126,2818
775350846108426240,9805,3726
775085132600442880,14995,4492
774757898236878852,8325,1698
774639387460112384,6510,1651
774314403806253056,21012,5235
773985732834758656,10376,3685
773922284943896577,6181,1666
773704687002451968,6376,1541
773670353721753600,5168,1255
773547596996571136,21286,5839
773336787167145985,0,4824
773308824254029826,22534,7139
773247561583001600,9126,3102
773191612633579521,9637,3939
772877495989305348,8259,3688
772826264096874500,7753,2261
772615324260794368,0,3220
772581559778025472,6266,1629
772193107915964416,5791,1322
772152991789019136,3678,1086
772117678702071809,3626,703
772114945936949249,2637,451
772102971039580160,3853,894
771908950375665664,6329,1802
771770456517009408,11565,3228
771500966810099713,7981,2493
771380798096281600,10142,4824
771171053431250945,0,7083
771136648247640064,8815,2786
771102124360998913,5998,1371
771014301343748096,6647,1579
770787852854652928,4755,1146
770772759874076672,5000,1357
770655142660169732,7091,1708
770414278348247044,6100,1993
770293558247038976,5975,1395
770093767776997377,0,2900
770069151037685760,7309,2179
769940425801170949,30056,9090
769695466921623552,6195,1603
769335591808995329,0,7352
769212283578875904,5185,1640
768970937022709760,13723,6174
768909767477751808,0,2535
768855141948723200,4031,850
768609597686943744,3944,1133
768596291618299904,4859,1220
768554158521745409,0,5533
768473857036525572,13101,3252
768193404517830656,10472,3359
767884188863397888,4568,1299
767754930266464257,15383,5108
767500508068192258,7227,2217
767191397493538821,11828,3587
767122157629476866,9786,2723
766793450729734144,4857,1293
766714921925144576,2512,361
766693177336135680,3872,755
766423258543644672,5777,1496
766313316352462849,6520,1788
766078092750233600,0,2493
766069199026450432,4056,805
766008592277377025,3619,475
765719909049503744,6971,2053
765669560888528897,4979,1174
765395769549590528,25716,3218
765371061932261376,6812,2065
765222098633691136,11174,3220
764857477905154048,6217,1692
764259802650378240,5783,1434
763956972077010945,742,51
763837565564780549,12058,3928
763183847194451968,5168,1399
763167063695355904,0,2850
763103485927849985,7098,2192
762699858130116608,11653,3420
762471784394268675,10780,6083
762464539388485633,9904,3950
762316489655476224,4606,1058
762035686371364864,30511,14719
761976711479193600,5188,1893
761750502866649088,0,3709
761745352076779520,4121,823
761672994376806400,47370,27553
761599872357261312,3975,1122
761371037149827077,0,17174
761334018830917632,4967,1378
761292947749015552,4307,1033
761227390836215808,5115,1491
761004547850530816,10898,3304
760893934457552897,3669,919
760656994973933572,6310,1803
760641137271070720,4796,1223
760539183865880579,7253,3441
760521673607086080,4030,1322
760290219849637889,25707,10877
760252756032651264,3783,817
760190180481531904,5473,1701
760153949710192640,0,30
759943073749200896,5698,1978
759846353224826880,6456,1870
759793422261743616,5721,1809
759557299618865152,4491,1138
759447681597108224,8153,2337
759446261539934208,1605,464
759197388317847553,5834,1843
759159934323924993,0,1102
759099523532779520,13919,3932
759047813560868866,6210,1906
758854675097526272,3406,861
758828659922702336,10747,3659
758740312047005698,5502,1534
758474966123810816,3641,941
758467244762497024,4600,2089
758405701903519748,4992,1811
758355060040593408,3238,1003
758099635764359168,18183,9425
758041019896193024,2596,351
757741869644341248,6595,3100
757729163776290825,0,7446
757725642876129280,4357,1147
757611664640446465,4389,1033
757597904299253760,0,285
757596066325864448,4164,992
757400162377592832,14489,6485
757393109802180609,5573,1631
757354760399941633,4321,1335
756998049151549440,6018,1888
756939218950160384,6366,1903
756651752796094464,4831,1230
756526248105566208,9962,3400
756303284449767430,3779,1043
756288534030475264,42213,16776
756275833623502848,6106,1447
755955933503782912,6994,2709
755206590534418437,15718,5051
755110668769038337,20267,10499
754874841593970688,0,7468
754856583969079297,6607,2366
754747087846248448,2473,494
754482103782404096,5061,1845
754449512966619136,3585,694
754120377874386944,7557,2227
753655901052166144,5583,2061
753420520834629632,7532,3346
753398408988139520,5498,1792
753375668877008896,7317,2204
753298634498793472,0,5370
753294487569522689,3201,985
753039830821511168,35463,19744
753026973505581056,3753,904
752932432744185856,12049,6480
752917284578922496,6644,1478
752701944171524096,0,2704
752682090207055872,5766,1500
752660715232722944,4175,1472
752568224206688256,5253,2154
752519690950500352,7043,3247
752334515931054080,3667,1035
752309394570878976,0,15298
752173152931807232,5687,1728
751950017322246144,2923,859
751937170840121344,4945,1233
751830394383790080,5563,1842
751793661361422336,5544,2717
751598357617971201,7609,2896
751583847268179968,4198,1034
751538714308972544,4829,1183
751456908746354688,3085,945
751251247299190784,11990,5543
751205363882532864,6032,1715
751132876104687617,4839,1221
750868782890057730,4571,1288
750719632563142656,12578,4727
750506206503038976,4245,1080
750429297815552001,12592,4035
750383411068534784,4353,1079
750381685133418496,681,28
750147208377409536,2983,906
750132105863102464,3462,1216
750117059602808832,4170,1240
750101899009982464,2920,796
750086836815486976,2076,504
750071704093859840,7440,3119
750056684286914561,3032,852
750041628174217216,3038,580
750026558547456000,2596,738
750011400160841729,3089,850
749996283729883136,2912,774
749981277374128128,4892,2335
749774190421639168,4467,1256
749417653287129088,5837,1548
749403093750648834,2492,501
749395845976588288,8176,3252
749317047558017024,5223,2100
749075273010798592,5495,1948
749064354620928000,4593,1447
749036806121881602,2957,750
748977405889503236,10284,3212
748932637671223296,5540,2122
748705597323898880,2653,899
748699167502000129,4528,1494
748692773788876800,4038,1256
748575535303884801,5794,1871
748568946752774144,2101,636
748346686624440324,4984,1158
748337862848962560,7239,3861
748324050481647620,3528,714
748307329658011649,3530,672
748220828303695873,13471,7327
747963614829678593,5520,2014
747933425676525569,6320,2411
747885874273214464,2791,912
747844099428986880,2692,700
747816857231626240,4605,1097
747651430853525504,1303,146
747648653817413632,12276,5488
747600769478692864,2226,535
747594051852075008,3497,982
747512671126323200,5259,1521
747461612269887489,3687,984
747439450712596480,5156,1800
747242308580548608,0,2724
747219827526344708,5012,1481
747204161125646336,3206,858
747103485104099331,9089,3728
746906459439529985,2773,275
746872823977771008,5704,2015
746818907684614144,5064,1651
746790600704425984,4633,1513
746757706116112384,9087,3678
746726898085036033,5763,1686
746542875601690625,4800,1786
746521445350707200,0,926
746507379341139972,4441,1024
746369468511756288,5913,1536
746131877086527488,6544,2059
746056683365994496,3397,765
745789745784041472,3793,996
745712589599014916,6672,2188
745433870967832576,6720,2388
745422732645535745,8145,2267
745314880350101504,6794,2576
745074613265149952,7480,3285
745057283344719872,6914,2105
744995568523612160,2814,579
744971049620602880,7486,2515
744709971296780288,5352,1482
744334592493166593,6456,1983
744234799360020481,148224,72852
744223424764059648,1564,337
743980027717509120,3983,1036
743895849529389061,3481,905
743835915802583040,0,1943
743609206067040256,4257,1308
743595368194129920,17388,6121
743545585370791937,3360,887
743510151680958465,7560,3504
743253157753532416,4029,1148
743222593470234624,5891,1799
743210557239623680,3648,1279
742534281772302336,6705,3371
742528092657332225,4202,1842
742465774154047488,6896,3696
742423170473463808,9333,3520
742385895052087300,6461,1840
742161199639494656,4090,1277
742150209887731712,4840,1452
741793263812808706,4319,1414
741743634094141440,7743,2582
741438259667034112,3501,768
741303864243200000,8343,3017
741099773336379392,9474,5186
741067306818797568,9079,2900
740995100998766593,6014,2555
740711788199743490,3218,889
740699697422163968,2706,732
740676976021798912,17242,6409
740373189193256964,33247,12493
740365076218183684,2318,399
740359016048689152,3113,811
740214038584557568,6334,1837
739979191639244800,18922,5533
739932936087216128,3851,1012
739844404073074688,3606,807
739623569819336705,3574,1276
739606147276148736,5119,1549
739544079319588864,37338,19860
739485634323156992,6757,2719
739238157791694849,109752,54383
738891149612572673,97,6
738885046782832640,3578,1072
738883359779196928,3120,740
738537504001953792,4813,1438
738402415918125056,3084,769
738184450748633089,4080,1143
738166403467907072,8280,3121
738156290900254721,2354,599
737826014890496000,4983,1649
737800304142471168,9487,3251
737678689543020544,4758,1235
737445876994609152,9707,4183
737322739594330112,3404,755
737310737551491075,13871,6942
736736130620620800,4002,1607
736392552031657984,16758,6867
736365877722001409,3769,1158
736225175608430592,7686,2621
736010884653420544,7443,2765
735991953473572864,3387,1065
735648611367784448,3830,1038
735635087207878657,5827,2200
735274964362878976,12342,4689
735256018284875776,3153,826
735137028879360001,2961,912
734912297295085568,2604,493
734787690684657664,11862,5927
734776360183431168,2386,501
734559631394082816,1410,371
733828123016450049,3380,734
733822306246479872,3492,962
733482008106668032,2954,884
733460102733135873,3960,1178
733109485275860992,50565,15983
732732193018155009,2300,499
732726085725589504,3369,827
732585889486888962,3449,734
732375214819057664,7640,2347
732005617171337216,14060,5026
731285275100512256,3319,934
731156023742988288,3623,1183
730924654643314689,5807,1853
730573383004487680,4588,1986
730427201120833536,3295,973
